company_name,domain,domain_status,domain_source,original_domain,heavy_equipment_icp,category,us_based,website_title,evidence
Harris Rental and Sales,harrisequipmentrental.com,verified,original (confirmed),harrisequipmentrental.com,Yes,construction equipment rental,yes,Equipment Rentals & Sales in Blue Springs MO,"excavators, skid steers Blue Springs"
Hayes Aerial Equipment Rental,,no_website,,,Yes,aerial lift rental,unknown,,no site
Heartland Tractor,heartlandtractor.com,likely,original,heartlandtractor.com,Yes,ag equipment dealer,unknown,Vercel Security Checkpoint,domain matches; blocked
Heartland Truck & Equipment LLC,heartlandtruck.com,verified,original (confirmed),heartlandtruck.com,Yes,heavy truck dealer,yes,"Heartland Truck & Equipment - New & Used Trucks Sales, Service, and Parts in Kansas City, MO, near St. Joseph and Harris","Kenworth trucks, trailers"
Heavy Duty Equipment,heavydutyturf.com,verified,original (confirmed),heavydutyturf.com,Yes,ag & construction equipment dealer,yes,CDI Heavy Duty Equipment - Kubota Dealer in Missouri,Kubota dealer Missouri
Heavy Equipment Parts,heavy-equipmentparts.com,verified,original (confirmed),heavy-equipmentparts.com,Yes,construction equipment dealer / rental,yes,"Heavy Equipment Parts | Independence, MO | New, Used, and Rebuilt Heavy Equipment Parts and Components","site: Heavy Equipment Parts | Independence, MO | New, Used, and Rebuilt Heav"
Heavy Equipment Resources Inc,herinc.com,likely,original,herinc.com,Yes,heavy equipment,unknown,Just a moment...,domain abbreviation; blocked
Henderson Implement Co.,hendersonimplement.com,verified,replaced original,hendersonimp.com,Yes,ag / tractor equipment dealer,yes,"Home | Lake Charles, LA | Tractors, Boats & Powersports","site: Home | Lake Charles, LA | Tractors, Boats & Powersports"
Heritage Tractor,heritagetractor.com,verified,original (confirmed),heritagetractor.com,Yes,ag / tractor equipment dealer,yes,"John Deere Tractor & Farm Equipment Dealer | Heritage Tractor | Kansas Missouri, Illinois, Arkansas",site: John Deere Tractor & Farm Equipment Dealer | Heritage Tractor | Kansas
Hiab Used And Refurbished Equipment Center,usedequipment.hiab.us,likely,original,usedequipment.hiab.us,Yes,truck crane equipment,unknown,Just a moment...,Hiab used equipment; blocked
Hook and Heavy Crane Repair,hookandheavy.com,verified,original (confirmed),hookandheavy.com,Yes,crane repair,yes,Hook & Heavy - Kansas City Crane Repair & Maintenance,crane repair & maintenance KC
Horton Supply Company,hortonsupply.com,verified,original (confirmed),hortonsupply.com,Yes,quarry equipment supplier,yes,Quarry supplies | Springfield | Horton Supply,quarry supplies & equipment
Houston Heavy Equipment,,no_website,,,Yes,heavy equipment,unknown,,no site
I-70 Towing & Recovery,i70towing.com,verified,original (confirmed),i70towing.com,Yes,heavy towing,yes,"Towing Columbia, Roadside & Heavy Recovery I-70 & US 63 | 573-449-3336",heavy towing & recovery
Independent Equipment LLC,independentequip.com,verified,original (confirmed),independentequip.com,Yes,construction equipment dealer / rental,yes,Independent Equipment LLC,site: Independent Equipment LLC
IS Equipment Rentals,isequipmentrental.com,verified,original (confirmed),isequipmentrental.com,Yes,construction equipment dealer / rental,yes,Home - IS Equipment Rentals,site: Home - IS Equipment Rentals
"IS Equipment Sales & Service, LLC",isequipmentkc.com,verified,original (confirmed),isequipmentkc.com,Yes,construction equipment dealer,yes,Home - IS Equipment Sales,Kubota construction equipment sales
J White Ltd Crane Services,,no_website,,,Yes,crane service,unknown,,no site
Jack Farm Equipment And Salvage,jackfarmequipmentandsalvage.com,verified,original (confirmed),jackfarmequipmentandsalvage.com,Yes,ag equipment parts,unknown,Find the part. Keep the farm moving.,used farm equipment parts salvage
Jack Horner's Machinery-Contractors,,no_website,,,Yes,construction machinery,unknown,,web search: search result hornerssupply.com is dead/parked; summary cites hornerssupply.com; St. Joseph MO
Jim's Big Tow Service,jimstow.com,verified,original (confirmed),jimstow.com,Yes,heavy towing,unknown,"Jim's Big Tow - 24/7 Towing Services in Lee's Summit, MO",Jim's Big Tow towing
John Harder & Company,johnharderco.com,verified,original (confirmed),johnharderco.com,Yes,forklift / material handling,yes,John Harder & Co | Specialists in Custom Material Handling,site: John Harder & Co | Specialists in Custom Material Handling
K C Forklift Co,kcforklift.com,likely,found,,Yes,forklift dealer,unknown,kcforklift.com,domain matches; placeholder content
Kansas City Crane Rentals By KC Crane,,no_website,original removed,swiftcei.com,Yes,crane service,yes,,listed domain belongs to another business; swiftcei.com is electrical contractor
KC Bobcat,kcbobcat.com,verified,original (confirmed),kcbobcat.com,Yes,construction equipment dealer,yes,"Kansas & Missouri Bobcat Dealer | Loaders, Excavators, Mowers, Tractors & Compact Equipment",Bobcat dealer KS/MO
KC Truck & Equipment Sales,kcequipmentsales.com,likely,original,kcequipmentsales.com,Yes,heavy truck dealer,unknown,Just a moment...,partial match; blocked
Kinder Crane & Excavating,kindercontracting.com,verified,original (confirmed),kindercontracting.com,Yes,crane / rigging service,yes,Kinder Crane & Excavating - Serving MO & IL,site: Kinder Crane & Excavating - Serving MO & IL
L&D Equipment Repair,landdequipmentrepair.com,verified,original (confirmed),landdequipmentrepair.com,Yes,forklift repair,yes,Home | L & D Equipment Repair,forklift repair professionals
Lakeside Crane Service,,no_website,,,Yes,crane service,unknown,,no site
Larson Equipment Co.,larsonequipco.com,verified,original (confirmed),larsonequipco.com,Yes,construction equipment dealer / rental,yes,Home - Larson Equipment Co,site: Home - Larson Equipment Co
Lauf Equipment Co Inc,laufequipment.com,verified,original (confirmed),laufequipment.com,Yes,ag / tractor equipment dealer,yes,Lauf Equipment Tractors for Sale Missouri,site: Lauf Equipment Tractors for Sale Missouri
Legacy Iron LLC,legacyironkc.com,verified,original (confirmed),legacyironkc.com,Yes,ag / tractor equipment dealer,yes,"Heavy Equipment Rental Kansas City, MO | Legacy Iron LLC","site: Heavy Equipment Rental Kansas City, MO | Legacy Iron LLC"
"Lift Truck Center, Inc.",ltcenter.com,verified,original (confirmed),ltcenter.com,Yes,forklift / material handling,yes,LTCenter | Toyota Forklifts & Material Handling Solutions | KS & MO,site: LTCenter | Toyota Forklifts & Material Handling Solutions | KS & MO
Lift Truck Sales & Service,lifttrucksalesinc.com,verified,original (confirmed),lifttrucksalesinc.com,Yes,aerial lift / telehandler,yes,Lift Truck Rental | Kansas City MO | LTSS,site: Lift Truck Rental | Kansas City MO | LTSS
Lindsey Rentals,lindseyrentals.com,verified,original (confirmed),lindseyrentals.com,Yes,equipment rental,yes,Equipment Rentals in Columbia MO | Lindsey Rentals,"earth moving, Deere rentals Columbia"
Luby Equipment,lubyequipment.com,verified,original (confirmed),lubyequipment.com,Yes,construction equipment dealer / rental,yes,Construction Equipment Dealer | Luby Equipment,site: Construction Equipment Dealer | Luby Equipment
Magnum Power,magnumpowertractors.com,likely,original,magnumpowertractors.com,Yes,compact tractor dealer,unknown,Just a moment...,blocked; Magnum Power tractors
Marshfield Machinery Co,marshfieldmachinery.com,likely,original,marshfieldmachinery.com,Yes,equipment dealer,unknown,Just a moment...,domain matches; blocked
Martin's Tractor LLC,,no_website,original removed,tractorhouse.com,Yes,ag equipment dealer,unknown,,no site
McBride Mack Sales Inc,mcbridemack.com,likely,original,mcbridemack.com,Yes,heavy truck dealer,unknown,Just a moment...,Mack dealer; blocked
McCoy Construction & Forestry — Fenton,mccoycf.com,verified,original (confirmed),mccoycf.com,Yes,construction equipment dealer / rental,unknown,McCoy Construction & Forestry,site: McCoy Construction & Forestry
McKeown Farm & Lawn,mckeownfl.com,verified,original (confirmed),mckeownfl.com,Yes,ag equipment dealer,yes,"McKeown Farm & Lawn – New & Used Agricultural Equipment Dealer in Moberly, MO",agricultural equipment dealer Moberly MO
Mid America Crane Rental,,no_website,,,Yes,crane service,unknown,,no site
Mid-Mo Equipment,mid-moequipment.com,likely,original,mid-moequipment.com,Yes,equipment dealer,unknown,Just a moment...,domain matches; blocked
Midland Ag & Equipment LLC,midlandag.com,verified,original (confirmed),midlandag.com,Yes,ag / tractor equipment dealer,yes,"Midland Ag | Ag. Services of the Ozarks | 1021 Shelton Street, Cabool, MO, USA","site: Midland Ag | Ag. Services of the Ozarks | 1021 Shelton Street, Cabool,"
Midwest Machinery,midwestmachinery.net,verified,original (confirmed),midwestmachinery.net,Yes,construction equipment dealer,yes,Home - Midwest Machinery,"Midwest Machinery, Hitachi"
Mississippi Valley Equipment Company,mve-stl.com,verified,original (confirmed),mve-stl.com,Yes,pile driving equipment,yes,"Mississippi Valley Equipment Company | Pile Driving Equipment | Saint Louis, MO","pile driving, cranes"
"Missouri Crane, Inc.",missouricrane.com,verified,original (confirmed),missouricrane.com,Yes,crane / rigging service,unknown,"Missouri Crane, Inc. | Crane Rental Services | St. Louis, MO","site: Missouri Crane, Inc. | Crane Rental Services | St. Louis, MO"
Motor Service Inc.,motorserviceinc.net,verified,original (confirmed),motorserviceinc.net,Yes,forklift / material handling,yes,"Motor Service, Inc.","site: Motor Service, Inc."
Murphy Tractor & Equipment Co,murphytractor.com,verified,original (confirmed),murphytractor.com,Yes,construction equipment dealer / rental,unknown,Murphy Tractor | John Deere Construction Equipment Dealer,site: Murphy Tractor | John Deere Construction Equipment Dealer
Nip Kelley Equipment Company,nipkelleyco.com,verified,original (confirmed),nipkelleyco.com,Yes,construction equipment dealer,yes,Nip Kelley Equipment - Southeast Missouri Equipment and Construction Services,SE Missouri equipment
Oak Grove Rental,oakgroverental.net,verified,original (confirmed),oakgroverental.net,Yes,construction equipment rental,yes,Equipment Rentals & Sales in Oak Grove MO,"excavators, skid steers Oak Grove"
Ozark Crane Services,ozarkcrane.us,verified,original (confirmed),ozarkcrane.us,Yes,crane / rigging service,yes,Ozark Crane Services,site: Ozark Crane Services
Ozark Crane Services,ozarkcrane.us,verified,replaced original,ozarkcrane.com,Yes,crane / rigging service,yes,Ozark Crane Services,site: Ozark Crane Services
Ozark Equipment Solutions,ozarkequipmentsolution.com,verified,original (confirmed),ozarkequipmentsolution.com,Yes,crane inspection,yes,Ozark Equipment Solutions,crane inspection services
Parker Rentals,417parkerrentals.com,verified,original (confirmed),417parkerrentals.com,Yes,construction equipment dealer / rental,yes,Parker Rentals,site: Parker Rentals
"Pat Kelly Equipment Company, Inc.",patkelly.com,verified,original (confirmed),patkelly.com,Yes,construction & ag equipment dealer,yes,"New Holland Dealer » Pat Kelly Equipment Co., Missouri",New Holland dealer
Pedigree Truck and Trailer Sales,pedigreetrucksales.com,verified,original (confirmed),pedigreetrucksales.com,Yes,heavy truck dealer / service,yes,Used Semi Trucks & Semi Trailers from Pedigree | #1 Used Dealer,site: Used Semi Trucks & Semi Trailers from Pedigree | #1 Used Dealer
Platte Rental & Supply,platterental.net,verified,original (confirmed),platterental.net,Yes,construction equipment dealer / rental,yes,Equipment Rentals Kansas City | Tool Rentals Kansas City,site: Equipment Rentals Kansas City | Tool Rentals Kansas City
"Poplar Bluff Farm Equipment, Inc.",pbfarmequipment.com,likely,original,pbfarmequipment.com,Yes,ag equipment dealer,unknown,Just a moment...,blocked
Prestige Crane Service,prestigecrane.com,verified,original (confirmed),prestigecrane.com,Yes,crane service,yes,Crane Rentals Kansas City | Prestige Crane,crane rentals KC
Purpose Wrecker Sales,purposewrecker.com,verified,original (confirmed),purposewrecker.com,Yes,heavy truck dealer,yes,Tow Truck for Sale | Wreckers for Sales|  | Purpose Wrecker,tow trucks/wreckers for sale
Rackers Equipment Company,rackersequipment.com,verified,original (confirmed),rackersequipment.com,Yes,construction equipment dealer / rental,yes,New & Used Heavy Duty Quarry Equipment in Missouri | Rackers Equipment Company,site: New & Used Heavy Duty Quarry Equipment in Missouri | Rackers Equipment
Raymond Central Intralogistics Solutions - Kansas City HQ,raymond-central.com,verified,original (confirmed),raymond-central.com,Yes,forklift / material handling,yes,Raymond Central Lift Truck & Warehouse Solutions | Automation & Intralogistics Service & Solutions,site: Raymond Central Lift Truck & Warehouse Solutions | Automation & Intral
"RDS Equipment, Inc.",rdsequipment.com,verified,original (confirmed),rdsequipment.com,Yes,forklift / material handling,yes,Forklifts & Material Handling Equipment in Kansas City | RDS Equipment,site: Forklifts & Material Handling Equipment in Kansas City | RDS Equipment
Recyclifts Forklifts,recyclifts.com,likely,original,recyclifts.com,Yes,forklift dealer,unknown,Recyclifts,"forklift inventory, battery service"
Red Bird Crane Services,,no_website,,,Yes,crane service,unknown,,no site
Reimann Crane Service,reimanncrane.com,verified,original (confirmed),reimanncrane.com,Yes,crane / rigging service,yes,Reimann Crane Service,site: Reimann Crane Service
Rent-All Equipment,rentallsj.com,verified,original (confirmed),rentallsj.com,Yes,equipment & party rental,yes,"Rent-All Equipment - Equipment & Party Rentals in St Joseph MO, Platte City, Maryville MO, Northwest Missouri & Atchison","excavators, dozers rentals St Joseph"
Rental Supply,rental-supply.com,verified,original (confirmed),rental-supply.com,Yes,construction equipment dealer / rental,yes,Store Home - Rental Supply,site: Store Home - Rental Supply
Riekes Equipment,riekesequipment.com,verified,original (confirmed),riekesequipment.com,Yes,forklift dealer,yes,Material Handling Solutions in NE & Midwest | Riekes Equipment,"material handling, forklifts"
Riverbend Equipment Rental,riverbendequipmentrental.com,verified,original (confirmed),riverbendequipmentrental.com,Yes,construction equipment dealer / rental,yes,Kansas City Landscape Equipment Rental | Riverbend Equipment,site: Kansas City Landscape Equipment Rental | Riverbend Equipment
