company_name,original_domain,domain,domain_status,domain_confidence,heavy_equipment,category,qualification_source,us_based,notes,issue_flagged
Mann Construction Equipment Rentals,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""construction equip""",missing
Maple Grove Portable Toilet Rentals,,,not_researched,,No,,name/domain rules,,"domain not researched (web-search limit reached); name: non-heavy-equipment term ""porta""",missing
Maplewood Portable Toilet Rentals,,,not_researched,,No,,name/domain rules,,"domain not researched (web-search limit reached); name: non-heavy-equipment term ""porta""",missing
Mare equipment,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""equipment""",missing
Marzolf Implement Company,marzolfimp.net,marzolfimp.net,original,,Yes,,name/domain rules,,"name: ""implements""",
matejcek implement company,matejcek.com,matejcek.com,original,,Yes,,name/domain rules,,"name: ""implements""",
MC Tool & Safety,mcsales.com,mcsales.com,not_researched,,No,tool & safety supply,AI review (name only),,"domain not researched (web-search limit reached); ambiguous term ""tools""",domain does not match name
Medcity Trailer Rentals,med-citytrailerrentals.com,med-citytrailerrentals.com,original,,No,unrelated,AI review (name/domain),,not a heavy equipment business,
Metro Tree And Crane services,saintpaulmntreeremoval.wordpress.com,saintpaulmntreeremoval.wordpress.com,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""cranes""",platform/listing domain
Metro Tree & Stump Service,metrotree.godaddysites.com,metrotree.godaddysites.com,not_researched,,No,tree service,AI review (name only),,"domain not researched (web-search limit reached); ambiguous term ""services""",platform/listing domain
"MGX Equipment Services, LLC",mgxequipment.com,mgxequipment.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Midland Equipment Company,midlandequipmentco.com,midlandequipmentco.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
MidPoint Equipment Finance,midpointef.com,midpointef.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Midstate Crane Service,craneservicemn.com,craneservicemn.com,original,,Yes,,name/domain rules,,"name: ""cranes""",
"Midway Farm Equipment, Inc.",midwayfarmequip.com,midwayfarmequip.com,original,,Yes,,name/domain rules,,"name: ""farm equip""",
Midwest Equipment,gomidwest.com,gomidwest.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Midwest Motive,midwestmotive.com,midwestmotive.com,original,,No,unrelated,AI review (name/domain),,not a heavy equipment business,
Miller Manufacturing Co,miller-mfg.com,miller-mfg.com,original,,No,unrelated,AI review (name/domain),,not a heavy equipment business,
Minneapolis Commercial Mower,mplsmower.com,mplsmower.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""mowers""",
Minneapolis Metro Tree and Crane,metrotreeandcrane.com,metrotreeandcrane.com,original,,Yes,,name/domain rules,,"name: ""cranes""",
"Minnesota Ag Group, Inc. - Northfield",mnaggroup.com,mnaggroup.com,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""ag""",domain does not match name
Minnesota Crane Service LLC,minncrane.com,minncrane.com,original,,Yes,,name/domain rules,,"name: ""cranes""",
Minnesota Equipment,minnesotaequipment.com,minnesotaequipment.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Minnesota Industrial Battery,mnindustrialbattery.com,mnindustrialbattery.com,original,,No,unrelated,AI review (name/domain),,not a heavy equipment business,
Minnesota Maintenance Equipment,mmei.us,mmei.us,original,,Yes,,name/domain rules,,"name: ""equipment""",
Minnesota Tool Library - NE Minneapolis Branch,mntoollibrary.org,mntoollibrary.org,original,,No,unrelated,AI review (name/domain),,not a heavy equipment business,
Minnesota Tractor And Loader,mntractorandloader.com,mntractorandloader.com,original,,Yes,,name/domain rules,,"name: ""tractors""",
Minnesota Truck & Tractor Inc,minnesotatruckandtractor.com,minnesotatruckandtractor.com,original,,Yes,,name/domain rules,,"name: ""tractors""",
Minnetonka Porta Potty Rentals,,,not_researched,,No,,name/domain rules,,"domain not researched (web-search limit reached); name: non-heavy-equipment term ""porta""",missing
Minnetonka Portable Toilet Rentals,,,not_researched,,No,,name/domain rules,,"domain not researched (web-search limit reached); name: non-heavy-equipment term ""porta""",missing
"MinnPar, LLC",minnpar.com,minnpar.com,original,,No,unrelated,AI review (name/domain),,not a heavy equipment business,
MN Watercraft Rentals,mnwatercraftrentals.com,mnwatercraftrentals.com,original,,No,unrelated,AI review (name/domain),,not a heavy equipment business,
"Modern Farm Equipment, Inc.",modernfarmequipment.com,modernfarmequipment.com,original,,Yes,,name/domain rules,,"name: ""farm equip""",
Momentum Truck Group,momentumtruckgroup.com,momentumtruckgroup.com,original,,Yes,equipment/truck,AI review (name/domain),,name/domain indicate heavy equipment or truck business,
Monroe Construction Equipment Rental,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""construction equip""",missing
Motoprimo Motorsports,motoprimo.com,motoprimo.com,original,,No,unrelated,AI review (name/domain),,not a heavy equipment business,
Moving Equipment Rental,movingequipmentrental.net,movingequipmentrental.net,original,,No,,name/domain rules,,"name: ""equipment"" qualified by non-heavy term ""moving""",
MSP Metals inc.,mspmetals.com,mspmetals.com,original,,No,unrelated,AI review (name/domain),,not a heavy equipment business,
MTI Distributing Inc,mtidistributing.com,mtidistributing.com,original,,No,unrelated,AI review (name/domain),,not a heavy equipment business,
Mulcahy Company,mulcahyco.com,mulcahyco.com,original,,No,unrelated,AI review (name/domain),,not a heavy equipment business,
Nick Gerdes Equipment and Farms,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""equipment""",missing
"NIEBUR TRACTOR & EQUIPMENT, INC.",nieburtractor.com,nieburtractor.com,original,,Yes,,name/domain rules,,"name: ""tractors""",
North Central Bus & Equipment Inc.,northcentralinc.com,northcentralinc.com,original,,No,,name/domain rules,,"name: ""equipment"" qualified by non-heavy term ""bus""",
North End Hardware & Rental,,,not_researched,,Unsure,hardware & rental,AI review (name only),,"domain not researched (web-search limit reached); ambiguous term ""rent(al)s""",missing
North Sport Rentals,northsportrentals.com,northsportrentals.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""sports""",
North States Crane & Hoist,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""cranes""",missing
Northern Crane Services,northerncraneservice.com,northerncraneservice.com,original,,Yes,,name/domain rules,,"name: ""cranes""",
Northern Engine & Supply Inc.,northernengine.com,northernengine.com,original,,No,unrelated,AI review (name/domain),,not a heavy equipment business,
Northern Tractor & Equipment Co,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""tractors""",missing
Northland Crane Service,northlandcraneservicemn.com,northlandcraneservicemn.com,original,,Yes,,name/domain rules,,"name: ""cranes""",
Northstar Truck Sales,northstartrucksales.com,northstartrucksales.com,original,,Yes,equipment/truck,AI review (name/domain),,name/domain indicate heavy equipment or truck business,
Northview Forklift Repair LLC,northviewforkliftrepair.com,northviewforkliftrepair.com,original,,Yes,,name/domain rules,,"name: ""fork lifts""",
"Northwest Excavating, Inc.",northwestexc.com,northwestexc.com,original,,Yes,,name/domain rules,,"name: ""excavat""",
Northwoods Rental,northwoodsrental.com,northwoodsrental.com,original,,Yes,equipment/truck,AI review (name/domain),,name/domain indicate heavy equipment or truck business,
Nuss Truck & Equipment,nussgrp.com,nussgrp.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Oak Hill Equipment Rental LLC,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""equipment""",missing
Oakdale Rental Center,oakdalerental.com,oakdalerental.com,original,,Yes,,name/domain rules,,"name: ""rental (center|centre)""",
Olsen Chain & Cable,olsenchain.com,olsenchain.com,original,,No,unrelated,AI review (name/domain),,not a heavy equipment business,
"Olson Power & Equipment, Inc.",olsonpower.com,olsonpower.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Olympic Machinery,olympicmachinery.com,olympicmachinery.com,original,,Yes,,name/domain rules,,"name: ""machinery""",
Pahl's Market,pahls.com,pahls.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""market""",
Park Equipment Sales,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""equipment""",missing
Paul Bunyan Plumbing & Drains,paulbunyanplumbing.com,paulbunyanplumbing.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""plumb""",
Peak Machinery Inc.,peakmachinery.com,peakmachinery.com,original,,Yes,,name/domain rules,,"name: ""machinery""",
Pioneer Storage & Equipment Rental llc,pioneerrentalequipment.com,pioneerrentalequipment.com,original,,No,,name/domain rules,,"name: ""equipment"" qualified by non-heavy term ""storage""",
Plant Equipment Inc,plantequip.com,plantequip.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Play Nook Adventures,playnookadventures.com,playnookadventures.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""play""",
Podein's Power Equipment,podeinspowerequipment.com,podeinspowerequipment.com,original,,No,,name/domain rules,,"name: ""equipment"" qualified by non-heavy term ""power equipment""",
Powell Equipment Sales,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""equipment""",missing
Power Lift Inc.,powerliftmn.com,powerliftmn.com,original,,Yes,,name/domain rules,,"name: ""lifts""",
Powerhouse Outdoor Equipment,powerhouse.cc,powerhouse.cc,original,,No,,name/domain rules,,"name: ""equipment"" qualified by non-heavy term ""outdoors""",
Prairie Equipment Company,grapplerusa.com,grapplerusa.com,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""equipment""",domain does not match name
"Premier Machinery Auctions, LLC",premiermachineryauctions.com,premiermachineryauctions.com,original,,Yes,,name/domain rules,,"name: ""machinery""",
Prior Lake Savage Rental Center,priorlakerentals.com,priorlakerentals.com,original,,Yes,,name/domain rules,,"name: ""rental (center|centre)""",
Pro-Tech Forklift Service Inc.,protechforklift1.com,protechforklift1.com,original,,Yes,,name/domain rules,,"name: ""fork lifts""",
Proctor Builders Supply,duluthrentalequipment.com,duluthrentalequipment.com,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); domain: ""equipment""",domain does not match name
Protero,proteroinc.com,proteroinc.com,original,,No,unrelated,AI review (name/domain),,not a heavy equipment business,
"Quality Equipment Sales and Service, Inc.",qualityequipmentmn.com,qualityequipmentmn.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Quickway Rigging,quickwayrigging.com,quickwayrigging.com,original,,Yes,,name/domain rules,,"name: ""rigg(ing|ers)""",
Railway Equipment Company,rwy.com,rwy.com,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""equipment""",domain does not match name
Rapid Crane & Rigging LLC,rapidcraneandriggingllc.com,rapidcraneandriggingllc.com,original,,Yes,,name/domain rules,,"name: ""cranes""",
Red Barn Tool Rental,redbarntoolrental.com,redbarntoolrental.com,original,,Yes,equipment/truck,AI review (name/domain),,name/domain indicate heavy equipment or truck business,
Reddy Rents,reddyrents.com,reddyrents.com,original,,Yes,equipment/truck,AI review (name/domain),,name/domain indicate heavy equipment or truck business,
Rental Depot Inc & Party Station,rentaldepot.com,rentaldepot.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""party""",
Rihm Kenworth - South Saint Paul,rihmkenworth.com,rihmkenworth.com,original,,Yes,equipment/truck,AI review (name/domain),,name/domain indicate heavy equipment or truck business,
River Valley Power & Sport of Rochester,rivervalleypowerandsport.com,rivervalleypowerandsport.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""sports""",
RMS Rentals,rmsrentals.com,rmsrentals.com,original,,Yes,equipment/truck,AI review (name/domain),,name/domain indicate heavy equipment or truck business,
Road Machinery & Supplies Co.,rmsequipment.com,rmsequipment.com,original,,Yes,,name/domain rules,,"name: ""machinery""",
Rocket Crane Services Inc,rocketcrane.com,rocketcrane.com,original,,Yes,,name/domain rules,,"name: ""cranes""",
Rockler Woodworking and Hardware - Maplewood,rockler.com,rockler.com,original,,No,unrelated,AI review (name/domain),,not a heavy equipment business,
Romero Construction Equipment Rentals,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""construction equip""",missing
Root River Equipment LLC,rootriverequipment.com,rootriverequipment.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
RossCo Equipment,rosscoequipment.com,rosscoequipment.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
S & K Pallet Jack Repair & Sales,skpalletjack.com,skpalletjack.com,original,,Yes,equipment/truck,AI review (name/domain),,name/domain indicate heavy equipment or truck business,
S-M Enterprises,s-menterprises.com,s-menterprises.com,original,,Unsure,unknown,AI review (name/domain),,"ambiguous name, not verified",
S&S Sales Corporation,sssales.com,sssales.com,original,,Unsure,unknown,AI review (name/domain),,"ambiguous name, not verified",
